Id,SalePrice
2550,13.755006713574808
1664,13.1478124893103
1480,13.145584198096927
1975,13.130732521373035
2264,13.112630204723402
1678,13.075688417815542
2295,13.057136211010581
2293,13.054956555190667
2629,13.043800547880448
2631,13.029066095408206
1971,13.022493337183665
1661,13.020313296515548
1672,12.984303419297877
2292,12.974001902270777
2683,12.970933351856244
1706,12.960044923623604
2290,12.940258253582721
1970,12.914165577565736
1968,12.906445655404642
2294,12.902851145476564
2634,12.901217145958949
2162,12.895930515720657
2652,12.8915623533084
2340,12.88137107819913
2268,12.87909258415723
2681,12.87825310988904
2628,12.868706725158411
2632,12.863653296421502
1663,12.851816853145271
2690,12.843032339033355
1969,12.842035451760504
1476,12.835125389225187
1921,12.834080464198037
1679,12.833283779560492
2299,12.8297648538136
1662,12.828071125302529
2655,12.81850342297999
2332,12.81648039576905
2712,12.8086265341427
1945,12.807031687549657
2599,12.806340368940473
1667,12.80415871142539
2267,12.80106054840378
1977,12.798414404662587
2662,12.796492034484908
1972,12.795933749371352
1926,12.791440473067995
2298,12.790050261630228
1978,12.786864621362929
1670,12.7783613902681
2287,12.777801790925341
2163,12.772981014216917
1981,12.766636533402794
2331,12.765555493773887
2025,12.760553505502674
1979,12.759146714334566
1997,12.759049612219462
1665,12.748102001166044
1668,12.739909005436555
1478,12.735357240626012
2661,12.734792093540895
2657,12.732527235335601
2660,12.731954383903698
2040,12.728471436492235
1698,12.727858212729977
2656,12.726750011074515
1487,12.724556365482373
2291,12.721666935218762
2630,12.71947088003732
1699,12.713720762970851
2377,12.713387517825225
1680,12.712788926276199
2904,12.712283934582345
2289,12.705569765912186
1866,12.70457039241224
1479,12.703874454792208
1666,12.701360678919633
1630,12.69926558007566
1865,12.697418138398769
2665,12.696203882029357
1944,12.688282499211804
2263,12.684867801188398
2300,12.679184678769293
2237,12.674887763142975
2903,12.673459927379673
2685,12.670435051801691
1974,12.665484540995795
1481,12.665324257351005
1998,12.659486908170239
1922,12.657868739694619
2297,12.657570062909963
2682,12.654507878046681
1947,12.651342107150171
2625,12.642391828863545
1669,12.641612407161388
2711,12.637904545764044
1912,12.63514596947529
2333,12.634872126659086
2596,12.63318315065739
2336,12.632318181830968
2658,12.631240911642738
2000,12.630080295220965
1682,12.628347635646058
1956,12.627211534928653
1737,12.624546815055911
2684,12.624546445456952
1868,12.617622412257134
2659,12.612783748067542
1494,12.611695939972376
2309,12.611316033261074
1583,12.61094263358738
2288,12.607437170521997
2296,12.606311673388882
2507,12.604053056031633
2176,12.603295926589706
2266,12.602742870836613
2633,12.59254572126246
2666,12.5920949861869
1673,12.583387934496054
1958,12.583049874287887
2535,12.581964513174029
1495,12.579499804739575
2038,12.577613516844647
2664,12.576585302300542
2301,12.576364119870725
2663,12.572261978776607
2624,12.571679205510401
2175,12.570418316649514
2687,12.568321893369946
1996,12.567802666689255
2680,12.567460302918532
1681,12.566929412554083
2653,12.564041883303016
2670,12.560829923293443
1744,12.554423002534406
1886,12.551006079796968
2374,12.549654847975026
2350,12.547698192261421
1709,12.546675486097023
1951,12.546244884138058
1976,12.537118024521336
1628,12.53514395493646
2352,12.534712786298753
2335,12.532665265873703
1674,12.532625850040993
1967,12.529709735620031
1704,12.528394408319114
1973,12.527853300266443
2223,12.527436110802409
1503,12.526179871677183
2376,12.524730659873049
2833,12.52321928786963
1701,12.521642181406024
2007,12.520126294585719
2850,12.520071137267692
1862,12.51792525377153
2823,12.515312459315396
2508,12.513915006834223
1703,12.513354731459943
2334,12.512261851542005
1712,12.511595263025038
1696,12.509115706117049
2506,12.505190756080902
2654,12.502079749984318
1692,12.501967249372369
2236,12.501720806498666
2679,12.50050379776175
1477,12.491292257272386
1739,12.491207650903142
2373,12.490706829824516
1702,12.489818372901503
2362,12.488695496856515
2030,12.488584957135076
1671,12.488266090852088
1888,12.486880806763345
1864,12.486205919350907
2161,12.485993929013771
1863,12.485833774555413
1871,12.48466830003915
1882,12.482749492280485
2351,12.481979085960168
1939,12.481826544976638
1713,12.480745125762825
1999,12.480656939859552
2338,12.479904933967648
2304,12.478217961016457
1488,12.476792868015961
2003,12.47613284743525
2623,12.475742041267038
2001,12.470838475979694
2041,12.465342742160372
1711,12.464691827868672
2228,12.46363893483732
2004,12.463056735361043
2002,12.460702286986555
2303,12.460191625708156
2686,12.458266475850163
1623,12.453272394804268
2033,12.451033536799759
2032,12.450893865772287
2593,12.449998093914472
2353,12.449357934898762
1751,12.44449987465451
1917,12.444448082573242
2514,12.443058628312187
2024,12.434047208947764
2598,12.432973339395572
2534,12.432455258774846
1640,12.431568173910646
2895,12.42898368453774
2574,12.426823157994953
1867,12.425480191845748
2345,12.424380425319237
2864,12.423556245291982
2177,12.423555643643814
1885,12.422480315245018
1573,12.422271615276513
2339,12.42033681274019
2174,12.419763372110246
2536,12.416418089408168
1605,12.414751348377171
2302,12.414179938094417
2005,12.414044615911397
2234,12.410774464130288
2816,12.41007592811161
1949,12.408764190839067
2851,12.4085266866326
2678,12.40373015823791
1705,12.399538439026355
2638,12.3966451410612
2229,12.39496978575344
1632,12.394928466511692
2832,12.394381327057172
1700,12.39395817317506
2537,12.392487155944243
2852,12.392069777406835
2164,12.390715013886028
2308,12.389559347832652
1952,12.385721158934718
2510,12.385433136294523
2830,12.38425576229728
2573,12.380728889397728
2375,12.378052266043309
2031,12.376028091318732
2718,12.375001468364765
1873,12.374926951546184
2765,12.37421930594506
2496,12.373992666126368
2156,12.373457595446762
2182,12.372450143211214
2221,12.372288778747437
1720,12.372110563689814
1915,12.371537304502231
1643,12.37027061563418
2189,12.368952060705514
2384,12.368378446099168
2178,12.36702601693631
2509,12.366915351920415
1994,12.365299774114513
1738,12.362945022755769
2835,12.362918620071632
1482,12.361792686193454
1507,12.361042332240084
2321,12.360871217985496
1644,12.360542701257158
1881,12.360481249312084
2618,12.359285202421466
2848,12.358890748093762
1596,12.357371563514775
1566,12.356488376414797
2688,12.35548359623371
1710,12.354157730897635
2342,12.353406536244322
1504,12.351334177188246
1745,12.35105770967348
2828,12.3501131393203
2344,12.349530484580308
1584,12.347622422398803
2531,12.34545050405628
1983,12.343424452687406
1982,12.342171995612063
2325,12.336623513780816
1608,12.33614866991988
1642,12.335946356930814
2310,12.333207367415499
2754,12.333116384118389
1980,12.332669752822634
2752,12.331015514833103
2592,12.329646750240698
2853,12.326948800021798
1878,12.325883014566307
1924,12.325720096167823
2208,12.32561335549117
1990,12.323496766626443
1677,12.323486597373009
2532,12.322319665989413
1725,12.321988185911929
